cyl_ch1,cyl_ch2,hook_ch1,hook_ch2,tip_ch1,tip_ch2,palm_ch1,palm_ch2,spher_ch1,spher_ch2,lat_ch1,lat_ch2,target
0.429221,-0.052892,0.148703,-0.205939,-0.259323,0.049139,0.046696,0.049139,0.327214,-0.027385,0.480224,0.253201,1
0.454723,-0.205939,-0.590844,-0.103908,-0.157317,-0.052892,0.403719,0.15117,0.276211,-0.384493,0.352716,0.278708,1
-0.99887,0.023631,0.88825,-0.639571,-0.05531,0.049139,0.505726,0.278708,-1.585408,0.176677,0.633234,0.227693,0
-0.437835,0.380739,0.88825,0.253201,0.072198,0.15117,-0.05531,0.15117,-0.947867,-0.027385,-0.080812,-0.001877,0
0.811746,0.380739,-0.463336,0.406247,0.378218,0.380739,-0.131815,0.125662,0.429221,-0.0784,-0.029808,0.049139,1
1.551293,0.304216,-0.386831,-0.86914,0.531228,0.355232,-0.05531,0.176677,0.454723,0.406247,-0.004307,0.049139,1
-0.667349,0.227693,0.352716,0.457263,0.403719,0.278708,0.021195,0.074646,1.117765,0.380739,-0.131815,0.176677,0
1.19427,0.049139,-0.437835,0.023631,0.582231,0.380739,0.225208,0.15117,1.143267,0.304216,-0.259323,0.176677,1
-0.080812,0.329724,-1.585408,0.329724,0.199706,0.202185,0.199706,0.100154,-1.61091,0.253201,-0.004307,0.100154,0
-0.310326,0.049139,0.913752,0.049139,-0.182818,-0.0784,-0.004307,0.100154,-0.386831,0.253201,0.199706,0.125662,0
0.709739,-0.818125,0.403719,0.380739,-0.590844,-0.052892,0.378218,0.355232,0.378218,-0.103908,0.327214,0.227693,1
-0.565343,0.610309,-0.743854,1.50308,-0.386831,0.023631,0.301713,-0.027385,2.418348,-0.001877,0.174205,0.253201,0
-0.718353,0.508278,0.990257,0.355232,0.174205,-0.180431,0.174205,0.15117,0.276211,0.865386,0.199706,0.176677,0
0.174205,-0.384493,1.50029,-0.767109,0.709739,0.176677,0.072198,0.125662,-1.916929,-0.30797,0.327214,0.202185,0
0.352716,0.176677,1.729804,-0.358985,0.072198,0.176677,-0.233821,0.049139,0.327214,-0.30797,0.403719,0.227693,1
0.021195,0.15117,-0.463336,-0.0784,0.123201,0.202185,-0.20832,0.100154,1.50029,0.406247,0.148703,-0.052892,0
0.021195,-0.180431,-0.590844,-0.103908,0.0977,0.304216,0.25071,0.253201,0.684237,0.380739,-0.259323,0.074646,1
0.505726,0.431755,0.505726,0.15117,-0.029808,0.176677,0.505726,0.15117,-0.131815,0.253201,-0.157317,0.15117,0
0.684237,0.15117,0.046696,0.125662,0.301713,0.278708,0.327214,0.15117,0.505726,0.074646,0.429221,0.253201,1
-0.05531,0.457263,0.225208,0.686832,0.046696,0.227693,0.301713,0.227693,0.480224,-0.052892,0.454723,0.125662,0
0.480224,0.457263,0.072198,-0.103908,0.123201,-0.027385,0.225208,0.253201,-0.565343,0.049139,0.378218,0.074646,0
-0.233821,0.431755,-0.692851,-0.154923,-0.004307,0.125662,0.199706,0.15117,-0.896864,0.253201,0.148703,0.304216,0
0.531228,-0.205939,-0.029808,-0.154923,0.148703,0.304216,-0.004307,0.074646,-0.004307,-0.231447,-0.131815,0.304216,1
-0.412333,-0.512032,-0.004307,0.074646,0.123201,0.15117,-0.157317,-0.001877,-0.692851,-0.129416,-0.106313,-0.027385,0
-2.146444,-0.0784,-0.616346,0.100154,0.429221,-0.001877,-0.004307,0.049139,0.480224,0.661324,-0.080812,0.125662,0
0.760742,0.202185,-1.865926,0.227693,0.556729,0.635817,-0.004307,0.176677,0.352716,0.533786,0.174205,-0.052892,0
0.786244,0.202185,0.327214,0.508278,0.327214,-0.052892,0.123201,0.15117,-0.106313,0.431755,-0.05531,0.15117,0
1.04126,0.329724,0.327214,0.584801,0.123201,-0.461016,-0.004307,0.15117,0.709739,-0.052892,-0.106313,0.125662,1
0.327214,0.329724,2.673365,0.635817,0.046696,0.329724,0.378218,0.023631,0.403719,-0.205939,0.148703,0.202185,0
0.556729,0.584801,1.653299,-0.154923,-0.182818,0.176677,0.505726,0.176677,0.225208,0.227693,0.174205,0.227693,0
0.582231,0.227693,-0.488838,-0.027385,-0.106313,0.202185,0.276211,0.227693,0.174205,-0.052892,0.123201,0.202185,1
0.480224,0.049139,-0.99887,-0.435509,-0.004307,0.15117,0.276211,0.253201,-0.284825,0.508278,0.378218,0.125662,0
-0.718353,-0.154923,0.531228,0.15117,0.123201,0.329724,0.174205,0.253201,-0.05531,0.049139,0.505726,0.253201,0
-0.590844,0.406247,0.582231,0.100154,0.148703,0.125662,-0.05531,0.176677,1.168768,0.15117,0.123201,0.253201,0
0.25071,0.023631,0.505726,0.406247,0.301713,0.202185,-0.106313,0.049139,1.653299,0.355232,0.301713,0.253201,1
0.123201,0.049139,-0.080812,-0.052892,0.199706,0.100154,-0.05531,0.023631,-1.177382,0.431755,0.582231,0.100154,0
-1.993434,-0.205939,-0.20832,0.355232,0.429221,0.15117,0.429221,0.049139,-0.794857,-0.103908,0.072198,0.049139,0
1.449286,0.074646,0.709739,1.120464,0.276211,0.023631,0.301713,0.049139,0.505726,0.48277,-0.004307,0.15117,1
0.607732,-0.129416,-0.157317,0.355232,0.276211,0.15117,0.072198,0.074646,-1.100877,0.023631,0.0977,0.15117,0
-0.743854,-0.052892,-1.508903,-1.608865,-0.029808,0.100154,-0.004307,0.227693,0.531228,0.100154,-0.029808,0.125662,0
0.633234,0.253201,-0.029808,0.227693,-0.182818,-0.052892,0.021195,0.253201,1.678801,-0.129416,-0.20832,0.074646,1
1.04126,0.329724,2.13783,0.125662,0.0977,0.253201,0.174205,0.15117,0.837247,0.202185,-0.080812,0.100154,1
0.454723,-0.231447,-0.718353,0.100154,0.148703,0.125662,0.148703,0.074646,-0.05531,-0.001877,0.276211,0.278708,0
0.607732,0.125662,-0.182818,-0.052892,0.276211,0.304216,-0.004307,0.049139,0.225208,-0.027385,0.123201,0.176677,1
0.301713,1.043941,-0.20832,0.176677,0.0977,0.15117,0.148703,0.202185,-1.406897,0.100154,0.046696,-0.001877,0
-0.157317,0.202185,1.525791,0.15117,0.327214,0.227693,0.123201,0.202185,0.531228,0.329724,0.403719,0.125662,0
-0.412333,0.304216,-0.080812,0.253201,0.480224,0.202185,-0.20832,0.15117,0.607732,0.355232,0.327214,0.253201,0
0.046696,0.202185,-0.718353,0.686832,0.174205,0.049139,0.378218,0.176677,0.301713,0.686832,-0.05531,0.15117,0
0.964755,-0.665078,-0.182818,0.406247,-0.310326,0.049139,0.403719,0.227693,0.276211,0.227693,0.123201,0.125662,1
-0.386831,0.253201,1.551293,0.278708,-0.233821,0.15117,0.633234,0.227693,-0.463336,-0.486524,0.123201,0.176677,0
-0.488838,-0.001877,0.913752,0.431755,-0.335828,0.023631,0.480224,0.176677,-0.769356,0.15117,0.021195,0.074646,0
0.505726,0.125662,0.658736,0.278708,0.021195,0.278708,0.174205,0.023631,1.04126,0.049139,0.199706,0.202185,1
-0.335828,-0.282462,-0.641848,-0.129416,0.378218,0.15117,-0.029808,0.049139,-0.335828,0.431755,0.735241,0.329724,0
0.148703,0.100154,0.148703,-1.022187,0.429221,0.15117,-0.080812,0.100154,-0.004307,0.202185,0.276211,0.202185,0
0.0977,-0.103908,-0.896864,-0.690586,0.276211,0.100154,-0.131815,0.049139,0.276211,-0.001877,-0.182818,0.074646,1
0.480224,0.661324,-1.126379,0.15117,0.429221,0.533786,-0.05531,0.049139,0.505726,0.406247,-0.004307,0.15117,0
0.327214,0.635817,0.276211,0.304216,0.327214,-0.256954,-0.20832,-0.052892,-0.080812,0.253201,0.021195,0.227693,0
1.474788,0.15117,0.403719,0.814371,0.0977,-0.052892,0.123201,0.125662,0.658736,-0.052892,0.735241,0.202185,1
-0.488838,0.100154,0.862749,0.610309,-0.05531,0.202185,-0.05531,0.278708,0.480224,0.253201,-0.029808,-0.027385,0
-0.871362,0.278708,1.117765,0.15117,0.225208,0.049139,0.225208,0.227693,-0.131815,0.202185,-0.080812,0.125662,0
-0.692851,-0.052892,-0.718353,0.202185,0.0977,0.100154,0.786244,0.329724,-0.157317,0.049139,-0.029808,0.227693,0
1.219772,0.100154,1.321778,-0.410001,-0.080812,0.278708,0.352716,0.278708,-0.004307,0.049139,-0.080812,0.15117,0
0.709739,-0.256954,-0.769356,0.457263,-0.106313,-0.052892,-0.029808,0.074646,1.015759,0.202185,0.378218,0.049139,1
0.327214,-0.282462,-0.743854,0.431755,0.123201,0.304216,0.0977,0.125662,0.021195,0.074646,0.378218,0.176677,0
0.990257,-0.103908,0.0977,-0.129416,0.0977,0.227693,0.225208,0.15117,0.760742,0.176677,0.021195,0.202185,1
0.148703,0.074646,0.531228,-1.022187,0.454723,0.380739,0.123201,0.023631,0.021195,0.457263,-0.157317,0.278708,0
-2.069939,0.584801,1.04126,0.380739,0.454723,0.176677,-0.004307,0.049139,-0.973369,-0.53754,0.225208,0.278708,0
-0.488838,0.94191,0.837247,0.967417,0.301713,0.329724,0.021195,0.049139,0.327214,0.865386,0.429221,0.176677,0
1.372781,0.227693,-0.106313,-0.129416,-0.029808,0.074646,0.148703,0.176677,0.327214,-0.052892,0.148703,0.049139,1
0.811746,0.15117,0.429221,0.253201,-0.05531,0.049139,0.276211,0.15117,0.123201,-0.103908,-0.029808,0.074646,1
-0.080812,0.125662,-1.126379,-0.665078,0.072198,-0.231447,0.174205,0.176677,0.531228,-0.103908,-0.080812,0.15117,0
0.709739,-0.001877,-0.284825,0.686832,0.429221,0.023631,0.301713,0.125662,-0.565343,-0.052892,0.021195,0.074646,0
0.072198,-0.052892,0.301713,-0.129416,0.021195,0.202185,0.123201,0.176677,-1.916929,-0.052892,0.0977,0.202185,0
-0.182818,0.15117,0.709739,-0.256954,-0.004307,0.15117,0.021195,0.176677,1.882814,0.431755,0.454723,0.278708,0
0.301713,-0.205939,0.429221,0.278708,-0.029808,0.125662,0.0977,0.176677,1.34728,0.763355,0.582231,0.202185,1
-0.947867,-0.154923,0.123201,0.788863,0.046696,0.15117,0.199706,0.074646,-0.386831,0.533786,0.199706,0.074646,0
-0.004307,0.202185,0.148703,0.125662,0.072198,0.202185,0.174205,0.100154,0.174205,-0.256954,-0.05531,0.253201,0
0.123201,0.176677,-0.590844,0.48277,0.174205,0.15117,0.174205,0.278708,0.607732,-0.027385,0.174205,0.023631,0
0.735241,0.380739,-0.616346,0.71234,0.0977,0.304216,-0.157317,0.202185,0.225208,-0.001877,-0.106313,-0.027385,1
0.480224,0.788863,0.990257,0.023631,0.276211,0.227693,0.0977,0.023631,0.0977,0.125662,-0.233821,0.125662,0
0.148703,-0.052892,-0.259323,0.176677,-0.131815,-0.052892,0.225208,0.074646,-0.029808,0.227693,0.301713,0.202185,0
1.933817,0.074646,-0.131815,0.457263,0.123201,-0.103908,0.123201,0.125662,-0.233821,0.202185,0.556729,0.253201,0
1.321778,0.457263,0.378218,-0.461016,0.607732,0.355232,0.276211,0.074646,-0.36133,0.15117,0.174205,0.125662,0
-1.355893,-0.154923,0.25071,0.176677,0.301713,0.023631,0.123201,0.074646,0.225208,-0.384493,0.225208,0.202185,0
-3.702044,0.355232,0.862749,0.635817,0.225208,0.227693,0.352716,0.15117,0.913752,0.15117,0.403719,0.100154,0
-0.590844,0.049139,0.862749,-0.30797,0.276211,0.253201,0.021195,0.15117,0.454723,0.253201,-0.05531,0.100154,0
1.19427,0.125662,-0.20832,-0.486524,0.199706,0.278708,-0.131815,0.074646,-0.463336,0.202185,-0.029808,0.125662,0
1.168768,-0.690586,-0.412333,1.069448,0.072198,0.202185,0.199706,0.227693,0.352716,0.508278,-0.080812,0.329724,0
1.831811,0.329724,-0.616346,-0.512032,0.021195,0.202185,0.174205,0.15117,0.378218,-0.0784,0.352716,0.304216,1
1.449286,0.457263,0.658736,0.635817,0.021195,-0.027385,0.225208,0.227693,0.88825,0.278708,0.301713,0.100154,1
0.684237,0.202185,1.525791,0.125662,-0.157317,0.023631,0.327214,0.202185,0.378218,0.227693,0.021195,0.100154,1
-1.024372,-0.53754,0.276211,0.559294,-0.05531,0.049139,0.301713,0.227693,-1.534405,0.074646,0.123201,-0.052892,0
-0.284825,-0.0784,-0.922366,0.023631,0.046696,0.227693,0.199706,0.227693,-1.432398,0.304216,0.072198,0.125662,0
-0.157317,-0.027385,-0.004307,-0.256954,0.225208,-0.180431,0.199706,0.074646,-0.284825,-0.027385,0.276211,0.15117,0
-0.488838,0.100154,0.327214,0.304216,0.174205,0.355232,0.0977,0.176677,1.296277,-0.001877,0.021195,0.049139,0
0.046696,0.635817,0.378218,0.533786,0.403719,0.304216,0.0977,0.023631,1.755306,0.278708,0.072198,0.15117,0
-0.080812,0.202185,-0.99887,-0.205939,0.429221,0.380739,-0.106313,0.15117,0.735241,0.406247,0.148703,0.125662,0
0.301713,0.253201,-0.718353,0.48277,0.123201,-0.052892,0.0977,0.15117,0.709739,-0.154923,0.123201,0.074646,1
0.403719,0.227693,-0.05531,0.176677,0.123201,0.176677,0.021195,0.049139,0.88825,0.023631,0.046696,0.202185,1
-0.004307,0.125662,0.123201,-0.256954,0.123201,0.202185,0.0977,0.125662,-1.355893,0.074646,0.174205,0.304216,0
-0.131815,-0.027385,0.556729,0.023631,0.072198,0.15117,0.225208,0.15117,-1.61091,0.355232,0.148703,0.100154,0
0.607732,-0.001877,1.092263,0.202185,-0.157317,0.074646,0.123201,0.176677,0.148703,0.176677,0.352716,0.202185,0
0.352716,0.125662,0.607732,0.737848,-0.004307,-0.052892,0.429221,0.202185,0.531228,-0.256954,0.556729,0.304216,1
0.480224,0.355232,0.429221,0.023631,0.123201,0.227693,0.633234,0.023631,0.352716,0.48277,0.709739,0.15117,0
-0.233821,0.278708,0.021195,-0.001877,0.174205,0.329724,-0.157317,0.15117,0.582231,0.176677,-0.131815,0.125662,0
-1.100877,0.100154,0.480224,-0.103908,0.429221,0.278708,-0.284825,0.049139,0.0977,0.100154,-0.20832,0.176677,0
0.862749,0.100154,-0.004307,0.278708,0.276211,0.023631,-0.20832,0.049139,-0.029808,0.227693,-0.05531,-0.027385,0
0.990257,0.074646,0.378218,0.074646,0.199706,0.074646,0.046696,0.176677,1.143267,0.355232,-0.335828,0.049139,1
-2.656477,0.227693,0.25071,-0.154923,-0.029808,0.227693,0.021195,0.15117,0.735241,0.100154,0.021195,0.125662,0
-0.20832,-0.30797,0.0977,-0.639571,-0.080812,0.023631,0.123201,0.202185,-0.284825,0.049139,-0.335828,0.125662,0
1.984821,0.763355,-1.687415,0.329724,0.174205,-0.052892,0.378218,0.304216,0.709739,0.610309,0.25071,0.125662,1
1.474788,0.559294,-0.310326,0.635817,0.021195,0.049139,0.378218,0.100154,-0.871362,-0.027385,0.684237,0.304216,0
0.633234,0.202185,0.990257,0.355232,0.021195,0.049139,0.327214,0.15117,-0.488838,0.125662,0.531228,0.253201,0
0.225208,-0.30797,-0.157317,0.253201,0.046696,0.227693,0.352716,0.125662,0.021195,-0.358985,0.301713,0.15117,1
-0.080812,-0.231447,0.913752,-0.052892,0.123201,0.329724,0.148703,0.049139,0.454723,0.15117,0.046696,0.049139,1
-0.871362,-0.231447,0.378218,-0.180431,0.301713,0.176677,-0.004307,0.176677,0.531228,0.202185,0.199706,0.023631,0
0.327214,-0.282462,0.582231,0.508278,0.25071,0.304216,0.148703,0.253201,0.148703,0.227693,-0.004307,0.100154,0
0.199706,0.457263,0.480224,0.176677,0.531228,0.100154,0.0977,-0.027385,0.301713,0.661324,-0.05531,0.049139,0
-0.182818,0.584801,0.505726,0.125662,0.684237,0.202185,0.072198,0.176677,-0.05531,-0.052892,0.021195,0.125662,0
0.301713,0.48277,-0.820359,-0.231447,0.480224,0.125662,0.148703,0.15117,0.123201,0.176677,0.199706,0.176677,0
0.276211,0.125662,-1.202884,-0.30797,-0.284825,-0.129416,0.123201,0.125662,-0.896864,0.049139,-0.05531,0.176677,0
0.607732,0.176677,0.531228,0.380739,-0.437835,-0.001877,0.148703,0.176677,-0.590844,0.100154,0.25071,0.125662,0
0.072198,0.278708,-0.488838,0.355232,-0.488838,0.227693,0.148703,0.176677,0.123201,-0.30797,0.429221,0.176677,0
-0.386831,0.023631,-0.284825,0.049139,0.123201,-0.154923,-0.05531,-0.001877,1.092263,0.304216,0.199706,0.176677,0
0.276211,-0.001877,0.582231,0.202185,0.225208,-0.027385,0.123201,0.074646,0.990257,0.023631,0.123201,0.100154,1
0.327214,-0.103908,0.913752,0.304216,0.225208,0.559294,0.123201,0.125662,0.88825,0.329724,0.174205,0.15117,1
-0.157317,-0.052892,1.270775,-0.001877,0.276211,0.074646,-0.004307,0.074646,0.786244,0.049139,-0.05531,0.253201,0
-0.310326,0.380739,1.143267,0.100154,0.301713,0.253201,0.225208,0.227693,-1.330392,-0.027385,-0.131815,0.125662,0
-0.437835,0.48277,-0.514339,0.202185,0.174205,0.227693,0.505726,0.100154,-0.259323,0.125662,-0.131815,0.15117,0
0.684237,-0.129416,-1.15188,-0.129416,0.148703,0.074646,0.276211,0.176677,0.531228,0.176677,0.021195,0.100154,1
1.168768,-0.154923,0.735241,0.737848,0.123201,0.074646,-0.157317,0.125662,-0.259323,0.176677,0.480224,0.15117,0
0.454723,0.125662,-0.284825,0.049139,0.174205,0.176677,-0.080812,0.049139,0.352716,-0.052892,0.684237,0.176677,1
0.174205,0.202185,-0.335828,-0.282462,0.25071,0.049139,0.556729,0.202185,0.684237,0.329724,0.276211,0.176677,0
-0.590844,0.15117,-0.182818,0.176677,0.276211,0.15117,0.684237,0.227693,0.786244,0.304216,0.123201,0.202185,0
-1.687415,0.176677,0.709739,0.023631,0.276211,0.304216,-0.029808,0.15117,-0.259323,0.329724,0.072198,0.227693,0
-0.233821,0.023631,0.327214,0.635817,0.301713,0.304216,-0.182818,0.100154,-0.514339,-0.154923,-0.20832,0.15117,0
1.933817,0.023631,-0.080812,0.304216,0.301713,0.253201,-0.05531,0.15117,0.378218,0.304216,-0.157317,-0.001877,1
1.602296,0.15117,0.378218,0.457263,0.123201,0.15117,0.072198,-0.001877,0.556729,0.100154,0.301713,-0.027385,1
0.964755,0.176677,-0.106313,0.227693,0.0977,0.074646,0.021195,0.100154,-1.891428,-0.282462,0.021195,0.023631,0
0.403719,0.074646,-0.029808,0.865386,-0.131815,0.15117,-0.004307,0.15117,-1.4579,-0.358985,-0.284825,0.15117,0
-0.131815,0.202185,0.225208,0.100154,-0.412333,0.125662,0.123201,0.202185,0.327214,0.508278,0.327214,0.202185,0
-0.310326,0.100154,-0.259323,0.100154,-0.080812,-0.001877,-0.004307,0.125662,1.066762,0.176677,0.352716,0.202185,0
-0.386831,0.278708,0.25071,-0.180431,0.454723,0.100154,0.556729,0.125662,2.061326,0.661324,0.199706,0.278708,0
-0.284825,0.125662,0.480224,-0.027385,0.123201,0.074646,0.454723,0.176677,1.245273,0.635817,0.276211,0.253201,0
-0.412333,0.074646,0.964755,0.049139,-0.004307,0.176677,-0.182818,0.023631,1.551293,0.074646,0.301713,0.278708,0
0.046696,0.023631,0.429221,0.227693,0.225208,0.253201,0.225208,0.304216,0.531228,-0.129416,0.301713,0.125662,1
0.531228,0.100154,-0.437835,-0.052892,0.403719,0.253201,0.199706,0.125662,-1.355893,-0.027385,0.0977,0.023631,0
-0.080812,0.227693,0.735241,0.48277,0.429221,0.15117,0.123201,0.049139,-1.075375,0.074646,-0.05531,0.100154,0
-0.106313,0.304216,-0.182818,-0.001877,0.454723,0.227693,0.174205,0.15117,-1.100877,0.355232,0.148703,0.176677,0
1.296277,0.661324,-0.718353,0.125662,-0.233821,-0.001877,0.123201,0.176677,-0.947867,0.253201,0.0977,0.202185,0
-0.437835,-0.103908,-0.514339,0.253201,-0.36133,0.023631,0.148703,0.253201,0.582231,0.074646,-0.004307,0.125662,0
0.327214,0.457263,0.301713,-0.30797,0.072198,0.125662,0.123201,0.176677,0.607732,0.202185,0.123201,0.125662,0
0.021195,-1.200741,0.352716,0.278708,-0.310326,0.023631,0.148703,0.049139,1.245273,-0.103908,-0.004307,0.125662,1
0.046696,0.355232,0.327214,0.15117,0.021195,0.176677,0.199706,0.125662,0.225208,0.125662,0.225208,0.125662,0
0.786244,0.559294,-0.259323,0.049139,0.301713,0.15117,0.148703,0.176677,-1.738418,0.074646,0.301713,0.074646,0
-0.896864,0.431755,0.046696,-0.0784,0.786244,0.304216,0.021195,0.15117,0.633234,0.074646,0.352716,0.125662,0
-2.375959,-0.231447,-0.335828,-0.027385,0.174205,0.049139,0.021195,0.15117,0.913752,-0.154923,0.021195,0.227693,0
1.423785,-0.461016,-0.05531,0.023631,0.327214,0.176677,0.225208,0.074646,0.684237,0.610309,0.046696,0.176677,1
2.239837,0.329724,0.658736,0.457263,0.199706,0.100154,0.174205,0.049139,0.531228,0.380739,-0.080812,0.125662,1
1.398283,0.635817,0.480224,0.355232,-0.05531,0.227693,0.199706,0.176677,0.429221,0.431755,0.072198,0.023631,0
0.786244,0.533786,0.658736,-0.154923,-0.080812,0.15117,0.0977,0.227693,-0.080812,0.227693,0.046696,0.15117,0
0.301713,0.125662,0.811746,0.15117,0.046696,-0.103908,0.072198,0.202185,0.021195,0.227693,0.225208,0.329724,0
-0.539841,-0.103908,-0.029808,0.71234,0.429221,0.355232,0.123201,0.074646,0.123201,0.15117,0.072198,0.202185,0
-0.182818,0.15117,-0.667349,0.100154,0.352716,0.15117,0.072198,0.023631,0.0977,-0.205939,0.352716,0.100154,0
-0.233821,0.074646,-0.182818,-0.716094,0.174205,-0.0784,-0.029808,0.074646,0.403719,0.355232,0.429221,0.074646,0
-0.310326,0.023631,0.88825,0.916402,0.148703,0.227693,0.327214,0.074646,0.225208,0.049139,0.123201,0.074646,0
-0.131815,0.253201,0.531228,0.023631,0.021195,0.125662,0.480224,0.176677,0.709739,0.253201,-0.05531,0.15117,0
-0.106313,0.15117,-0.973369,-0.282462,0.148703,0.431755,0.352716,0.15117,-0.539841,0.227693,0.046696,0.125662,0
-0.05531,0.15117,0.429221,-0.052892,0.148703,-0.001877,0.0977,0.15117,-2.656477,0.227693,0.123201,0.176677,0
0.148703,0.253201,0.556729,0.227693,0.046696,0.15117,0.199706,0.253201,0.021195,-0.435509,-0.05531,0.304216,0
-0.106313,0.100154,-0.310326,0.533786,-0.233821,0.023631,0.25071,0.227693,1.908316,0.074646,0.327214,0.176677,0
-0.157317,0.227693,0.454723,0.661324,0.123201,-0.001877,0.072198,0.227693,0.505726,-0.052892,0.403719,0.176677,0
0.88825,0.508278,-0.310326,0.202185,0.199706,0.100154,0.046696,0.100154,0.327214,-0.052892,0.0977,0.176677,1
0.556729,0.176677,-0.106313,-0.103908,0.148703,0.176677,-0.004307,0.125662,1.092263,-0.154923,0.021195,0.125662,1
0.327214,0.125662,-0.488838,-0.512032,0.199706,0.125662,0.072198,0.176677,0.913752,0.661324,0.148703,0.125662,1
0.429221,0.074646,0.735241,0.457263,0.378218,0.253201,0.021195,0.100154,-1.61091,0.610309,-0.004307,0.125662,0
0.760742,-0.001877,1.755306,0.559294,0.276211,0.202185,-0.004307,0.100154,-1.814923,0.202185,-0.080812,0.176677,0
-0.718353,0.227693,0.709739,-0.0784,0.021195,0.227693,-0.004307,-0.052892,0.658736,0.253201,-0.05531,0.253201,0
0.174205,-0.027385,0.301713,-0.154923,-0.131815,-0.027385,0.0977,0.176677,0.862749,-0.588555,0.352716,0.125662,1
0.123201,-0.180431,-0.463336,-0.435509,-0.36133,0.023631,0.480224,0.176677,0.403719,-0.154923,0.480224,0.100154,1
-0.437835,-0.103908,-1.661913,0.584801,-0.20832,0.202185,0.735241,0.253201,-0.157317,0.049139,0.403719,0.023631,0
-0.36133,0.686832,-0.539841,-0.154923,0.148703,-0.001877,0.327214,0.100154,1.704303,0.890894,0.072198,0.15117,0
-1.738418,-1.379295,0.276211,0.329724,0.454723,0.304216,-0.106313,0.100154,1.092263,-0.180431,0.072198,0.304216,0
0.990257,0.967417,-0.590844,1.145972,0.684237,0.253201,-0.080812,0.15117,-0.20832,0.406247,0.123201,0.253201,0
1.959319,0.406247,0.658736,-0.86914,0.582231,0.406247,-0.080812,0.202185,-0.692851,0.355232,0.046696,0.15117,0
1.04126,0.049139,1.270775,-0.129416,0.378218,0.049139,-0.080812,0.15117,-1.100877,0.023631,0.046696,-0.001877,0
-0.820359,-0.30797,0.505726,0.355232,-0.157317,0.304216,0.021195,0.15117,0.633234,-0.0784,-0.233821,0.074646,0
0.378218,0.023631,-0.182818,0.329724,-0.20832,0.100154,0.25071,-0.052892,2.724368,0.227693,-0.080812,0.202185,1
0.199706,0.329724,1.34728,-0.052892,0.148703,0.176677,-0.029808,0.100154,0.760742,-0.256954,0.199706,0.15117,0
0.582231,1.120464,1.270775,0.100154,0.25071,-0.027385,0.021195,0.176677,-4.824115,-0.052892,0.276211,0.15117,0
0.811746,0.559294,-0.641848,0.584801,-0.259323,0.100154,0.378218,0.176677,-3.0135,0.100154,0.225208,0.100154,0
0.556729,-0.103908,-0.514339,-0.588555,0.174205,0.023631,0.709739,0.202185,1.857312,0.202185,0.123201,0.176677,1
0.021195,0.023631,-0.565343,-0.052892,0.148703,0.100154,0.327214,0.15117,1.602296,0.253201,0.352716,0.253201,0
-0.157317,-0.052892,-0.590844,-0.665078,0.531228,0.15117,-0.233821,0.049139,1.525791,0.278708,0.378218,0.15117,0
-0.284825,-0.052892,0.480224,0.94191,0.0977,0.202185,-0.004307,0.15117,0.811746,-0.256954,0.123201,0.049139,0
-0.36133,-0.052892,0.658736,0.533786,0.046696,0.176677,0.148703,0.125662,0.633234,0.661324,-0.131815,-0.052892,0
-0.310326,0.049139,1.704303,0.584801,0.021195,0.15117,0.123201,0.125662,0.786244,0.253201,-0.20832,0.049139,0
-0.157317,0.253201,-1.202884,0.380739,0.505726,0.253201,0.174205,-0.001877,0.148703,0.15117,-0.335828,0.202185,0
0.0977,0.278708,-0.539841,0.125662,-0.004307,0.074646,0.123201,0.074646,-0.284825,-0.665078,0.454723,0.202185,0
0.301713,0.406247,0.964755,0.227693,0.021195,0.253201,0.327214,0.074646,-0.514339,0.763355,0.429221,0.227693,0
0.25071,0.202185,0.0977,0.15117,-0.029808,0.253201,0.148703,0.125662,-0.386831,-0.052892,0.378218,0.125662,0
1.296277,-0.052892,0.225208,-0.410001,-0.106313,-0.205939,-0.05531,0.202185,-0.131815,-0.231447,0.123201,0.100154,1
0.556729,-0.180431,0.148703,-0.154923,0.582231,0.227693,0.276211,0.278708,-0.386831,0.278708,0.046696,0.074646,0
-0.284825,0.074646,-0.335828,-0.282462,-0.05531,0.125662,0.225208,0.202185,0.148703,0.253201,0.148703,0.304216,0
-1.30489,0.202185,-0.437835,0.074646,0.046696,0.329724,-0.029808,0.049139,1.245273,0.737848,0.123201,0.329724,0
-2.452464,-0.103908,0.301713,0.202185,0.225208,0.278708,-0.029808,0.049139,1.04126,0.457263,0.148703,0.125662,0
-0.080812,0.074646,0.990257,0.355232,0.301713,0.100154,0.072198,0.227693,0.403719,-0.256954,-0.131815,-0.001877,0
0.990257,0.100154,1.627798,0.763355,0.352716,0.100154,0.021195,0.049139,-0.565343,-0.052892,0.174205,0.074646,0
0.735241,0.278708,0.607732,0.610309,0.123201,0.227693,0.301713,0.125662,-0.973369,-0.205939,0.072198,0.074646,0
2.188834,0.457263,-0.718353,-0.180431,-0.106313,0.049139,0.225208,0.202185,-1.4579,0.074646,0.072198,0.15117,0
0.531228,0.125662,-1.636411,-0.461016,-0.157317,0.100154,0.225208,0.202185,0.913752,0.049139,0.199706,0.100154,1
0.607732,0.431755,-0.284825,0.380739,-0.029808,0.100154,-0.004307,0.15117,0.480224,0.227693,0.480224,0.253201,1
1.576795,-0.792617,0.021195,0.406247,0.0977,0.176677,0.123201,0.100154,1.908316,0.406247,0.225208,0.125662,1
